# blastp
# Iteration: 0
# Query: VTT87511.1 hypothetical protein DM2_845 [Halorubrum sp. DM2]
# RID: 131G60GM016
# Database: nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 100 hits found
VTT87511.1	VTT87511.1	100.000	653	0	0	1	653	1	653	0.0	1307	100.00
VTT87511.1	WP_345782485.1	99.847	653	1	0	1	653	32	684	0.0	1304	100.00
VTT87511.1	ELZ59672.1	99.081	653	6	0	1	653	26	678	0.0	1293	99.54
VTT87511.1	WP_049908589.1	99.081	653	6	0	1	653	32	684	0.0	1292	99.54
VTT87511.1	WP_200530423.1	91.450	655	54	1	1	653	32	686	0.0	1156	95.11
VTT87511.1	WP_095636373.1	91.145	655	56	1	1	653	32	686	0.0	1154	95.11
VTT87511.1	WP_424014498.1	90.658	653	59	1	3	653	34	686	0.0	1151	94.33
VTT87511.1	WP_271941393.1	90.076	655	63	1	1	653	32	686	0.0	1147	94.20
VTT87511.1	WP_008365785.1	90.076	655	63	1	1	653	32	686	0.0	1146	94.05
VTT87511.1	WP_004049636.1	89.924	655	64	1	1	653	32	686	0.0	1145	94.20
VTT87511.1	WP_007346095.1	89.177	656	68	1	1	653	32	687	0.0	1127	93.14
VTT87511.1	WP_050026499.1	86.412	655	87	1	1	653	32	686	0.0	1110	92.21
VTT87511.1	WP_050033011.1	86.260	655	88	1	1	653	32	686	0.0	1107	92.06
VTT87511.1	WP_394295123.1	100.000	440	0	0	214	653	1	440	0.0	879	100.00
VTT87511.1	WP_244256873.1	66.107	655	220	1	1	653	32	686	0.0	861	81.07
VTT87511.1	WP_158854864.1	63.482	649	235	1	1	647	32	680	0.0	855	79.97
VTT87511.1	WP_092893586.1	64.427	655	229	3	1	653	32	684	0.0	835	78.93
VTT87511.1	WP_280587261.1	62.033	669	234	4	1	652	32	697	0.0	830	76.68
VTT87511.1	WP_159369649.1	59.876	643	256	1	1	641	32	674	0.0	822	78.07
VTT87511.1	WP_324663380.1	62.791	645	238	1	1	643	32	676	0.0	822	78.60
VTT87511.1	WP_127013144.1	60.550	654	255	2	1	652	32	684	0.0	805	75.84
VTT87511.1	WP_080509822.1	60.703	654	254	2	1	652	32	684	0.0	803	75.99
VTT87511.1	WP_371726824.1	60.245	654	256	3	1	652	32	683	0.0	803	75.84
VTT87511.1	WP_146418134.1	60.245	654	256	3	1	652	32	683	0.0	803	75.99
VTT87511.1	WP_129755190.1	60.245	654	256	3	1	652	32	683	0.0	802	75.84
VTT87511.1	WP_079890977.1	60.550	654	255	2	1	652	32	684	0.0	802	75.84
VTT87511.1	WP_244605576.1	62.462	650	241	2	1	648	7	655	0.0	802	77.38
VTT87511.1	WP_165896558.1	60.550	654	255	2	1	652	32	684	0.0	801	75.84
VTT87511.1	WP_079980832.1	60.092	654	257	3	1	652	32	683	0.0	800	75.84
VTT87511.1	WP_064288107.1	60.092	654	257	3	1	652	32	683	0.0	800	75.99
VTT87511.1	WP_151146130.1	60.092	654	257	3	1	652	32	683	0.0	799	75.84
VTT87511.1	WP_151103425.1	59.939	654	258	3	1	652	32	683	0.0	798	75.84
VTT87511.1	WP_079891613.1	60.092	654	257	3	1	652	32	683	0.0	798	75.54
VTT87511.1	WP_134671483.1	60.570	667	243	5	1	650	32	695	0.0	795	76.46
VTT87511.1	AAV45959.1	60.870	644	249	2	11	652	1	643	0.0	793	75.93
VTT87511.1	WP_079990787.1	59.480	654	262	2	1	652	32	684	0.0	793	75.84
VTT87511.1	WP_306706850.1	59.021	654	265	2	1	652	32	684	0.0	785	75.54
VTT87511.1	MCJ0618932.1	60.480	625	243	3	30	652	1	623	0.0	769	75.84
VTT87511.1	EMA11864.1	60.960	625	241	2	30	652	1	624	0.0	767	75.84
VTT87511.1	KZX48836.1	60.320	625	244	3	30	652	1	623	0.0	766	76.00
VTT87511.1	AEM57225.1	60.320	625	244	3	30	652	1	623	0.0	763	75.36
VTT87511.1	WP_256404554.1	55.838	668	278	4	1	653	32	697	0.0	750	73.05
VTT87511.1	WP_135806595.1	52.324	667	240	9	1	650	32	637	0.0	641	67.47
VTT87511.1	WP_229770585.1	62.615	436	161	1	214	647	1	436	0.0	552	78.90
VTT87511.1	WP_004518081.1	60.544	441	170	3	214	652	1	439	0.0	533	77.10
VTT87511.1	WP_461648321.1	57.870	432	179	2	1	430	40	470	2.31e-172	506	74.54
VTT87511.1	WP_158056952.1	42.901	648	349	10	5	644	42	676	1.21e-148	453	58.64
VTT87511.1	WP_280633724.1	63.478	345	126	0	304	648	1	345	7.35e-142	424	79.71
VTT87511.1	WP_332898899.1	37.461	646	384	7	2	639	33	666	3.30e-141	434	56.35
VTT87511.1	WP_336359194.1	37.713	647	381	8	2	639	33	666	3.63e-140	431	56.41
VTT87511.1	WP_435363762.1	39.815	648	371	8	2	638	38	677	1.63e-136	422	56.33
VTT87511.1	WP_245708145.1	59.938	322	129	0	332	653	4	325	4.43e-135	405	78.26
VTT87511.1	SEW08593.1	59.938	322	129	0	332	653	14	335	6.92e-135	405	78.26
VTT87511.1	WP_435318204.1	39.938	646	362	9	11	638	40	677	1.40e-134	417	55.88
VTT87511.1	PSP75694.1	41.640	634	359	6	3	631	36	663	2.59e-134	417	58.83
VTT87511.1	WP_089880266.1	39.574	657	370	8	3	643	34	679	4.87e-133	413	55.56
